country,year,sex,age,suicides_no,suicides_rate
Ireland,2004,female,5-14 years,0,0.0
Ireland,2005,male,25-34 years,86,24.99
Ireland,2005,male,15-24 years,80,24.78
Ireland,2005,male,35-54 years,134,24.23
Ireland,2005,male,55-74 years,59,18.25
Ireland,2005,female,25-34 years,21,6.22
Ireland,2005,female,15-24 years,18,5.72
Ireland,2005,female,55-74 years,17,5.16
Ireland,2005,female,35-54 years,27,4.91
Ireland,2005,female,75+ years,4,3.21
Ireland,2005,male,75+ years,2,2.57
Ireland,2005,male,5-14 years,2,0.7
Ireland,2005,female,5-14 years,1,0.37
Ireland,2006,male,15-24 years,87,27.1
Ireland,2006,male,25-34 years,86,23.45
Ireland,2006,male,35-54 years,125,21.63
Ireland,2006,male,55-74 years,61,18.32
Ireland,2006,male,75+ years,11,13.81
Ireland,2006,female,55-74 years,18,5.35
Ireland,2006,female,35-54 years,30,5.29
Ireland,2006,female,15-24 years,16,5.13
Ireland,2006,female,25-34 years,12,3.37
Ireland,2006,female,75+ years,2,1.59
Ireland,2006,female,5-14 years,2,0.73
Ireland,2006,male,5-14 years,2,0.69
Ireland,2007,male,15-24 years,76,23.72
Ireland,2007,male,25-34 years,91,23.5
Ireland,2007,male,35-54 years,119,20.16
Ireland,2007,male,55-74 years,61,18.0
Ireland,2007,male,75+ years,8,9.86
Ireland,2007,female,35-54 years,45,7.76
Ireland,2007,female,25-34 years,19,5.06
Ireland,2007,female,15-24 years,15,4.79
Ireland,2007,female,55-74 years,13,3.8
Ireland,2007,male,5-14 years,7,2.39
Ireland,2007,female,75+ years,3,2.37
Ireland,2007,female,5-14 years,1,0.36
Ireland,2008,male,25-34 years,100,25.33
Ireland,2008,male,35-54 years,142,23.58
Ireland,2008,male,15-24 years,69,22.24
Ireland,2008,male,55-74 years,66,18.94
Ireland,2008,female,15-24 years,25,8.13
Ireland,2008,female,35-54 years,46,7.75
Ireland,2008,female,55-74 years,27,7.66
Ireland,2008,male,75+ years,6,7.19
Ireland,2008,female,25-34 years,18,4.63
Ireland,2008,female,75+ years,4,3.11
Ireland,2008,male,5-14 years,3,1.0
Ireland,2008,female,5-14 years,0,0.0
Ireland,2009,male,25-34 years,112,28.67
Ireland,2009,male,35-54 years,158,25.84
Ireland,2009,male,15-24 years,70,24.1
Ireland,2009,male,55-74 years,74,20.65
Ireland,2009,female,25-34 years,27,6.85
Ireland,2009,female,15-24 years,20,6.83
Ireland,2009,female,55-74 years,23,6.34
Ireland,2009,male,75+ years,5,5.8
Ireland,2009,female,35-54 years,33,5.46
Ireland,2009,male,5-14 years,3,0.98
Ireland,2009,female,75+ years,1,0.77
Ireland,2009,female,5-14 years,1,0.34
Ireland,2010,male,35-54 years,166,25.75
Ireland,2010,male,15-24 years,67,22.19
Ireland,2010,male,25-34 years,75,19.18
Ireland,2010,male,55-74 years,66,17.01
Ireland,2010,male,75+ years,9,10.27
Ireland,2010,female,55-74 years,25,6.33
Ireland,2010,female,35-54 years,38,5.95
Ireland,2010,female,25-34 years,19,4.78
Ireland,2010,female,15-24 years,11,3.71
Ireland,2010,female,75+ years,4,3.12
Ireland,2010,female,5-14 years,3,1.03
Ireland,2010,male,5-14 years,3,0.98
Ireland,2011,male,35-54 years,191,30.04
Ireland,2011,male,25-34 years,100,27.03
Ireland,2011,male,15-24 years,78,26.68
Ireland,2011,male,55-74 years,78,20.55
Ireland,2011,male,75+ years,11,11.82
Ireland,2011,female,25-34 years,27,6.99
Ireland,2011,female,35-54 years,38,5.99
Ireland,2011,female,15-24 years,16,5.57
Ireland,2011,female,55-74 years,15,3.91
Ireland,2011,female,5-14 years,0,0.0
Ireland,2011,female,75+ years,0,0.0
Ireland,2011,male,5-14 years,0,0.0
Ireland,2012,male,35-54 years,192,29.94
Ireland,2012,male,25-34 years,89,25.09
Ireland,2012,male,55-74 years,89,22.9
Ireland,2012,male,15-24 years,59,21.08
Ireland,2012,male,75+ years,14,14.51
Ireland,2012,female,35-54 years,42,6.51
Ireland,2012,female,15-24 years,16,5.85
Ireland,2012,female,25-34 years,20,5.28
Ireland,2012,female,55-74 years,15,3.81
Ireland,2012,female,75+ years,2,1.44
Ireland,2012,male,5-14 years,3,0.93
Ireland,2012,female,5-14 years,1,0.32
Ireland,2013,male,35-54 years,169,26.07
Ireland,2013,male,55-74 years,102,25.64
Ireland,2013,male,25-34 years,68,19.93
Ireland,2013,male,15-24 years,44,16.11
Ireland,2013,female,25-34 years,24,6.55
Ireland,2013,female,35-54 years,42,6.43
Ireland,2013,male,75+ years,6,6.03
Ireland,2013,female,55-74 years,18,4.45
Ireland,2013,female,15-24 years,9,3.46
Ireland,2013,female,75+ years,3,2.13
Ireland,2013,male,5-14 years,2,0.61
Ireland,2013,female,5-14 years,0,0.0
Ireland,2014,male,35-54 years,165,24.41
Ireland,2014,male,25-34 years,80,23.67
Ireland,2014,male,15-24 years,63,23.54
Ireland,2014,male,55-74 years,81,19.21
Ireland,2014,male,75+ years,8,7.75
Ireland,2014,female,35-54 years,39,5.75
Ireland,2014,female,25-34 years,20,5.66
Ireland,2014,female,15-24 years,11,4.21
Ireland,2014,female,55-74 years,15,3.47
Ireland,2014,female,75+ years,2,1.41
Ireland,2014,male,5-14 years,2,0.6
Ireland,2014,female,5-14 years,0,0.0
Israel,1985,male,75+ years,24,36.04
Israel,1985,male,55-74 years,48,19.27
Israel,1985,female,75+ years,10,13.25
Israel,1985,male,35-54 years,41,10.34
Israel,1985,female,55-74 years,28,9.63
Israel,1985,male,25-34 years,27,8.33
Israel,1985,male,15-24 years,19,5.16
Israel,1985,female,35-54 years,19,4.6
Israel,1985,female,25-34 years,11,3.39
Israel,1985,female,15-24 years,7,2.02
Israel,1985,female,5-14 years,0,0.0
Israel,1985,male,5-14 years,0,0.0
Israel,1986,male,75+ years,28,39.83
Israel,1986,male,55-74 years,56,22.56
Israel,1986,female,75+ years,14,17.54
Israel,1986,male,35-54 years,47,11.43
Israel,1986,female,55-74 years,32,10.97
Israel,1986,male,25-34 years,25,7.73
Israel,1986,male,15-24 years,25,6.64
Israel,1986,female,35-54 years,22,5.15
Israel,1986,female,15-24 years,16,4.51
Israel,1986,female,25-34 years,12,3.7
Israel,1986,male,5-14 years,1,0.22
Israel,1986,female,5-14 years,0,0.0
Israel,1987,male,75+ years,32,43.84
Israel,1987,male,55-74 years,57,22.98
Israel,1987,female,75+ years,18,21.56
Israel,1987,male,35-54 years,45,10.54
Israel,1987,male,25-34 years,33,10.21
Israel,1987,female,55-74 years,24,8.19
Israel,1987,male,15-24 years,26,6.73
Israel,1987,female,25-34 years,13,4.02
Israel,1987,female,35-54 years,16,3.62
Israel,1987,female,15-24 years,7,1.92
Israel,1987,female,5-14 years,0,0.0
Israel,1987,male,5-14 years,0,0.0
Israel,1988,male,75+ years,23,30.59
Israel,1988,male,55-74 years,51,20.51
Israel,1988,female,75+ years,14,15.89
Israel,1988,male,35-54 years,62,14.01
Israel,1988,male,25-34 years,41,12.66
Israel,1988,female,55-74 years,30,10.22
Israel,1988,male,15-24 years,36,9.1
Israel,1988,female,35-54 years,29,6.35
Israel,1988,female,25-34 years,8,2.48
Israel,1988,female,15-24 years,8,2.14
Israel,1988,male,5-14 years,1,0.21
Israel,1988,female,5-14 years,0,0.0
Israel,1989,male,75+ years,45,58.06
Israel,1989,male,55-74 years,71,28.42
Israel,1989,female,75+ years,25,27.03
Israel,1989,male,35-54 years,62,13.54
Israel,1989,male,25-34 years,43,13.16
Israel,1989,female,55-74 years,33,11.23
Israel,1989,male,15-24 years,25,6.17
Israel,1989,female,25-34 years,17,5.25
Israel,1989,female,15-24 years,14,3.64
Israel,1989,female,35-54 years,15,3.18
Israel,1989,male,5-14 years,2,0.42
Israel,1989,female,5-14 years,1,0.22
Israel,1990,male,75+ years,29,36.25
Israel,1990,male,55-74 years,52,20.25
Israel,1990,male,25-34 years,48,14.28
Israel,1990,male,35-54 years,61,12.67
Israel,1990,female,75+ years,12,12.21
Israel,1990,female,55-74 years,23,7.58
Israel,1990,male,15-24 years,28,6.7
Israel,1990,female,35-54 years,22,4.44
Israel,1990,female,25-34 years,14,4.21
Israel,1990,female,15-24 years,13,3.26
Israel,1990,male,5-14 years,2,0.41
Israel,1990,female,5-14 years,0,0.0
Israel,1991,male,75+ years,35,41.87
Israel,1991,male,55-74 years,60,21.77
Israel,1991,female,75+ years,20,18.89
Israel,1991,male,35-54 years,74,14.2
Israel,1991,male,25-34 years,41,11.53
Israel,1991,male,15-24 years,49,11.05
Israel,1991,female,55-74 years,32,9.74
Israel,1991,female,35-54 years,27,5.02
Israel,1991,female,25-34 years,9,2.56
Israel,1991,female,15-24 years,9,2.12
Israel,1991,male,5-14 years,3,0.59
Israel,1991,female,5-14 years,0,0.0
Israel,1992,male,75+ years,27,31.99
Israel,1992,male,55-74 years,77,26.69
Israel,1992,male,35-54 years,74,13.53
Israel,1992,female,75+ years,14,12.76
Israel,1992,male,15-24 years,54,11.68
Israel,1992,male,25-34 years,42,11.49
Israel,1992,female,55-74 years,36,10.41
Israel,1992,female,25-34 years,17,4.71
Israel,1992,female,35-54 years,24,4.24
Israel,1992,female,15-24 years,11,2.48
Israel,1992,male,5-14 years,4,0.77
Israel,1992,female,5-14 years,1,0.2
Israel,1993,male,75+ years,38,44.86
Israel,1993,male,55-74 years,64,21.43
Israel,1993,female,75+ years,18,16.0
Israel,1993,male,25-34 years,47,12.6
Israel,1993,male,35-54 years,69,12.17
Israel,1993,male,15-24 years,54,11.33
Israel,1993,female,55-74 years,31,8.64
Israel,1993,female,35-54 years,29,4.94
Israel,1993,female,25-34 years,13,3.53
Israel,1993,female,15-24 years,7,1.53
Israel,1993,female,5-14 years,1,0.2
Israel,1993,male,5-14 years,0,0.0
Israel,1994,male,75+ years,39,45.35
Israel,1994,female,75+ years,29,24.89
Israel,1994,male,55-74 years,56,18.2
Israel,1994,male,35-54 years,97,16.55
Israel,1994,male,25-34 years,52,13.61
Israel,1994,male,15-24 years,57,11.64
Israel,1994,female,55-74 years,32,8.64
Israel,1994,female,25-34 years,16,4.25
Israel,1994,female,35-54 years,25,4.11
Israel,1994,female,15-24 years,8,1.7
Israel,1994,male,5-14 years,3,0.56
Israel,1994,female,5-14 years,2,0.39
Israel,1995,male,75+ years,33,37.16
Israel,1995,female,75+ years,27,22.17
Israel,1995,male,55-74 years,63,20.01
Israel,1995,male,35-54 years,72,11.86
Israel,1995,male,15-24 years,49,9.77
Israel,1995,male,25-34 years,38,9.66
Israel,1995,female,55-74 years,28,7.38
Israel,1995,female,15-24 years,20,4.16
Israel,1995,female,35-54 years,22,3.49
Israel,1995,female,25-34 years,4,1.03
Israel,1995,male,5-14 years,3,0.55
Israel,1995,female,5-14 years,1,0.19
Israel,1996,male,75+ years,39,40.54
Israel,1996,male,55-74 years,50,15.34
Israel,1996,female,75+ years,20,15.31
Israel,1996,male,25-34 years,38,9.74
Israel,1996,male,35-54 years,57,9.11
Israel,1996,male,15-24 years,44,8.58
Israel,1996,female,55-74 years,16,4.05
Israel,1996,female,35-54 years,21,3.19
Israel,1996,female,25-34 years,9,2.28
Israel,1996,female,15-24 years,9,1.83
Israel,1996,male,5-14 years,3,0.54
Israel,1996,female,5-14 years,0,0.0
Israel,1997,male,75+ years,44,44.04
Israel,1997,male,55-74 years,55,16.67
Israel,1997,female,75+ years,21,15.38
Israel,1997,male,35-54 years,83,12.83
Israel,1997,male,15-24 years,66,12.61
Israel,1997,male,25-34 years,51,12.58
Israel,1997,female,55-74 years,20,4.99
Israel,1997,female,25-34 years,13,3.19
Israel,1997,female,35-54 years,16,2.34
Israel,1997,female,15-24 years,8,1.6
Israel,1997,male,5-14 years,2,0.35
Israel,1997,female,5-14 years,0,0.0
Israel,1998,male,75+ years,33,31.91
Israel,1998,male,55-74 years,55,16.5
Israel,1998,female,75+ years,15,10.43
Israel,1998,male,25-34 years,42,9.97
Israel,1998,male,15-24 years,52,9.73
Israel,1998,male,35-54 years,55,8.23
Israel,1998,female,55-74 years,21,5.21
Israel,1998,female,35-54 years,19,2.69
Israel,1998,female,15-24 years,13,2.54
Israel,1998,female,25-34 years,10,2.37
Israel,1998,male,5-14 years,2,0.35
Israel,1998,female,5-14 years,1,0.18
Israel,1999,male,75+ years,31,29.01
Israel,1999,male,35-54 years,105,15.22
Israel,1999,male,55-74 years,43,12.69
Israel,1999,male,15-24 years,62,11.39
Israel,1999,male,25-34 years,50,11.39
Israel,1999,female,75+ years,16,10.55
Israel,1999,female,55-74 years,21,5.16
Israel,1999,female,25-34 years,12,2.74
Israel,1999,female,35-54 years,15,2.06
Israel,1999,female,15-24 years,7,1.34
Israel,1999,male,5-14 years,6,1.03
Israel,1999,female,5-14 years,0,0.0
Israel,2000,male,75+ years,39,35.28
Israel,2000,male,25-34 years,66,14.37
Israel,2000,male,35-54 years,100,14.08
Israel,2000,male,15-24 years,65,11.77
Israel,2000,male,55-74 years,36,10.34
Israel,2000,female,75+ years,13,8.13
Israel,2000,female,55-74 years,25,6.04
Israel,2000,female,25-34 years,15,3.29
Israel,2000,female,35-54 years,24,3.2
Israel,2000,female,15-24 years,10,1.89
Israel,2000,male,5-14 years,1,0.17
Israel,2000,female,5-14 years,0,0.0
Israel,2001,male,75+ years,38,33.34
Israel,2001,male,55-74 years,56,15.51
Israel,2001,male,15-24 years,76,13.63
Israel,2001,male,35-54 years,94,12.97
Israel,2001,male,25-34 years,58,12.11
Israel,2001,female,75+ years,17,10.15
Israel,2001,female,55-74 years,14,3.29
Israel,2001,female,35-54 years,24,3.13
Israel,2001,female,25-34 years,9,1.9
Israel,2001,female,15-24 years,9,1.68
Israel,2001,female,5-14 years,2,0.35
Israel,2001,male,5-14 years,1,0.17
Israel,2002,male,75+ years,28,23.9
Israel,2002,male,35-54 years,99,13.52
Israel,2002,male,55-74 years,45,11.92
Israel,2002,male,25-34 years,59,11.89
Israel,2002,male,15-24 years,60,10.68
Israel,2002,female,75+ years,14,8.07
Israel,2002,female,55-74 years,20,4.53
Israel,2002,female,35-54 years,31,4.01
Israel,2002,female,15-24 years,14,2.59
Israel,2002,female,25-34 years,10,2.04
Israel,2002,female,5-14 years,2,0.34
Israel,2002,male,5-14 years,0,0.0
Israel,2003,male,75+ years,28,23.31
Israel,2003,male,55-74 years,70,17.79
Israel,2003,male,35-54 years,125,16.9
Israel,2003,male,25-34 years,57,11.18
Israel,2003,male,15-24 years,62,10.95
Israel,2003,female,75+ years,10,5.59
Israel,2003,female,55-74 years,24,5.25
Israel,2003,female,35-54 years,25,3.21
Israel,2003,female,25-34 years,8,1.59
Israel,2003,female,15-24 years,5,0.92
Israel,2003,male,5-14 years,3,0.48
Israel,2003,female,5-14 years,0,0.0
Israel,2004,male,75+ years,30,24.38
Israel,2004,male,55-74 years,65,15.95
Israel,2004,male,25-34 years,66,12.67
Israel,2004,male,35-54 years,90,12.0
Israel,2004,male,15-24 years,68,11.91
Israel,2004,female,75+ years,16,8.7
Israel,2004,female,55-74 years,18,3.82
Israel,2004,female,35-54 years,30,3.8
Israel,2004,female,25-34 years,14,2.72
Israel,2004,female,15-24 years,11,2.0
Israel,2004,female,5-14 years,2,0.33
Israel,2004,male,5-14 years,1,0.16
Israel,2005,male,75+ years,35,27.69
Israel,2005,male,55-74 years,52,12.31
Israel,2005,male,35-54 years,93,12.22
Israel,2005,female,75+ years,23,12.17
Israel,2005,male,15-24 years,66,11.45
Israel,2005,male,25-34 years,56,10.58
Israel,2005,female,55-74 years,26,5.35
Israel,2005,female,35-54 years,42,5.26
Israel,2005,female,25-34 years,16,3.06
Israel,2005,female,15-24 years,13,2.35
Israel,2005,male,5-14 years,2,0.31
Israel,2005,female,5-14 years,1,0.16
Israel,2006,male,75+ years,22,16.96
Israel,2006,male,55-74 years,61,13.88
Israel,2006,male,35-54 years,84,10.87
Israel,2006,male,15-24 years,61,10.48
Israel,2006,male,25-34 years,51,9.52
Israel,2006,female,75+ years,13,6.73
Israel,2006,female,35-54 years,31,3.83
Israel,2006,female,15-24 years,18,3.22
Israel,2006,female,55-74 years,15,2.98
Israel,2006,female,25-34 years,10,1.89
Israel,2006,female,5-14 years,1,0.16
Israel,2006,male,5-14 years,0,0.0
Israel,2007,male,75+ years,29,21.9
Israel,2007,male,55-74 years,50,10.94
Israel,2007,male,35-54 years,85,10.82
Israel,2007,male,25-34 years,51,9.41
Israel,2007,male,15-24 years,45,7.66
Israel,2007,female,75+ years,7,3.56
Israel,2007,female,35-54 years,23,2.81
Israel,2007,female,55-74 years,13,2.49
Israel,2007,female,25-34 years,10,1.86
Israel,2007,female,15-24 years,10,1.77
Israel,2007,male,5-14 years,3,0.45
Israel,2007,female,5-14 years,0,0.0
Israel,2008,male,75+ years,43,31.82
Israel,2008,male,55-74 years,62,13.08
Israel,2008,male,15-24 years,65,10.97
Israel,2008,male,35-54 years,80,10.01
Israel,2008,male,25-34 years,42,7.65
Israel,2008,female,75+ years,11,5.48
Israel,2008,female,55-74 years,15,2.78
Israel,2008,female,25-34 years,11,2.03
Israel,2008,female,35-54 years,14,1.68
Israel,2008,female,15-24 years,7,1.23
Israel,2008,female,5-14 years,2,0.31
Israel,2008,male,5-14 years,2,0.29
Israel,2009,male,75+ years,23,16.27
Israel,2009,male,55-74 years,77,15.43
Israel,2009,male,25-34 years,67,12.02
Israel,2009,male,35-54 years,91,10.87
Israel,2009,male,15-24 years,48,8.04
Israel,2009,female,55-74 years,22,3.91
Israel,2009,female,75+ years,8,3.84
Israel,2009,female,35-54 years,32,3.69
Israel,2009,female,25-34 years,18,3.24
Israel,2009,female,15-24 years,13,2.27
Israel,2009,male,5-14 years,4,0.59
Israel,2009,female,5-14 years,1,0.15
Israel,2010,male,75+ years,40,27.48
Israel,2010,male,55-74 years,93,18.03
Israel,2010,male,35-54 years,119,13.92
Israel,2010,male,25-34 years,77,13.72
Israel,2010,male,15-24 years,63,10.49
Israel,2010,female,75+ years,9,4.22
Israel,2010,female,55-74 years,22,3.79
Israel,2010,female,35-54 years,33,3.74
Israel,2010,female,15-24 years,10,1.73
Israel,2010,female,25-34 years,9,1.61
Israel,2010,female,5-14 years,3,0.45
Israel,2010,male,5-14 years,2,0.29
Israel,2011,male,75+ years,44,29.16
Israel,2011,male,55-74 years,80,15.04
Israel,2011,male,35-54 years,111,12.73
Israel,2011,male,25-34 years,45,8.02
Israel,2011,male,15-24 years,41,6.77
Israel,2011,female,55-74 years,30,5.01
Israel,2011,female,75+ years,7,3.17
Israel,2011,female,25-34 years,16,2.86
Israel,2011,female,35-54 years,22,2.45
Israel,2011,female,15-24 years,12,2.06
Israel,2011,male,5-14 years,1,0.14
Israel,2011,female,5-14 years,0,0.0
Israel,2012,male,75+ years,33,21.32
Israel,2012,male,55-74 years,93,17.03
Israel,2012,male,35-54 years,131,14.7
Israel,2012,male,25-34 years,57,10.02
Israel,2012,male,15-24 years,32,5.21
Israel,2012,female,75+ years,9,4.01
Israel,2012,female,55-74 years,24,3.92
Israel,2012,female,25-34 years,17,3.0
Israel,2012,female,15-24 years,13,2.21
Israel,2012,female,35-54 years,18,1.96
Israel,2012,male,5-14 years,3,0.41
Israel,2012,female,5-14 years,0,0.0
Israel,2013,male,75+ years,34,21.24
Israel,2013,male,55-74 years,71,12.66
Israel,2013,male,35-54 years,102,11.23
Israel,2013,male,25-34 years,47,8.19
Israel,2013,female,75+ years,12,5.2
Israel,2013,male,15-24 years,30,4.81
Israel,2013,female,55-74 years,23,3.67
Israel,2013,female,35-54 years,26,2.79
Israel,2013,female,25-34 years,15,2.63
Israel,2013,male,5-14 years,7,0.95
Israel,2013,female,15-24 years,5,0.84
Israel,2013,female,5-14 years,0,0.0
Israel,2014,male,75+ years,32,19.4
Israel,2014,male,35-54 years,125,13.51
Israel,2014,male,55-74 years,54,9.36
Israel,2014,male,25-34 years,41,7.07
Israel,2014,male,15-24 years,35,5.52
Israel,2014,female,75+ years,11,4.65
Israel,2014,female,55-74 years,24,3.72
Israel,2014,female,35-54 years,29,3.05
Israel,2014,female,25-34 years,13,2.26
Israel,2014,female,15-24 years,10,1.65
Israel,2014,male,5-14 years,7,0.93
Israel,2014,female,5-14 years,1,0.14
Israel,2015,male,75+ years,30,17.77
Israel,2015,male,55-74 years,65,10.92
Israel,2015,male,35-54 years,92,9.74
Israel,2015,male,25-34 years,45,7.68
Israel,2015,female,75+ years,14,5.81
Israel,2015,male,15-24 years,35,5.43
Israel,2015,female,55-74 years,17,2.56
Israel,2015,female,25-34 years,13,2.23
Israel,2015,female,35-54 years,20,2.07
Israel,2015,female,15-24 years,8,1.3
Israel,2015,male,5-14 years,2,0.26
Israel,2015,female,5-14 years,1,0.14
Italy,1985,male,75+ years,542,48.93
Italy,1985,male,55-74 years,1307,26.18
Italy,1985,male,35-54 years,902,12.41
Italy,1985,female,75+ years,239,12.18
Italy,1985,female,55-74 years,596,9.93
Italy,1985,male,25-34 years,361,9.08
Italy,1985,male,15-24 years,249,5.22
Italy,1985,female,35-54 years,382,5.11
Italy,1985,female,25-34 years,106,2.69
Italy,1985,female,15-24 years,60,1.3
Italy,1985,male,5-14 years,10,0.24
Italy,1985,female,5-14 years,5,0.13
Italy,1986,male,75+ years,568,49.4
Italy,1986,male,55-74 years,1164,23.06
Italy,1986,male,35-54 years,929,12.77
Italy,1986,female,75+ years,247,12.14
Italy,1986,female,55-74 years,582,9.61
Italy,1986,male,25-34 years,380,9.39
Italy,1986,female,35-54 years,397,5.31
Italy,1986,male,15-24 years,237,4.94
Italy,1986,female,25-34 years,97,2.42
Italy,1986,female,15-24 years,72,1.55
Italy,1986,male,5-14 years,15,0.38
Italy,1986,female,5-14 years,3,0.08
Italy,1987,male,75+ years,563,47.11
Italy,1987,male,55-74 years,1146,22.48
Italy,1987,male,35-54 years,873,11.97
Italy,1987,female,75+ years,248,11.73
Italy,1987,male,25-34 years,425,10.26
Italy,1987,female,55-74 years,496,8.13
Italy,1987,male,15-24 years,245,5.1
Italy,1987,female,35-54 years,343,4.58
Italy,1987,female,25-34 years,99,2.42
Italy,1987,female,15-24 years,63,1.36
Italy,1987,male,5-14 years,11,0.29
Italy,1987,female,5-14 years,4,0.11
Italy,1988,male,75+ years,591,47.44
Italy,1988,male,55-74 years,1073,20.85
Italy,1988,female,75+ years,244,11.08
Italy,1988,male,35-54 years,799,10.92
Italy,1988,male,25-34 years,385,9.07
Italy,1988,female,55-74 years,512,8.34
Italy,1988,male,15-24 years,237,4.95
Italy,1988,female,35-54 years,346,4.62
Italy,1988,female,25-34 years,115,2.75
Italy,1988,female,15-24 years,65,1.41
Italy,1988,male,5-14 years,10,0.27
Italy,1988,female,5-14 years,4,0.11
Italy,1989,male,75+ years,564,43.64
Italy,1989,male,55-74 years,1048,20.15
Italy,1989,male,35-54 years,826,11.25
Italy,1989,male,25-34 years,433,9.94
Italy,1989,female,75+ years,217,9.49
Italy,1989,female,55-74 years,462,7.47
Italy,1989,male,15-24 years,243,5.12
